type,PCR,iLISI,bASW,GC,kBET,integration_method_batch,homology_method_batch,bASW_scaled,GC_scaled,kBET_scaled,PCR_scaled,iLISI_scaled,avg_score_batch,iLISI_scaled_rank,GC_scaled_rank,PCR_scaled_rank,bASW_scaled_rank,kBET_scaled_rank,avg_score_scaled_rank_batch,cASW,cLISI,ARI,NMI,iso_F1,integration_method_bio,homology_method_bio,cASW_scaled,ARI_scaled,NMI_scaled,iso_F1_scaled,cLISI_scaled,avg_score_bio,cLISI_scaled_rank,NMI_scaled_rank,ARI_scaled_rank,cASW_scaled_rank,iso_F1_scaled_rank,avg_score_scaled_rank_bio,integrated_score,integrated_score_rank,task_name,trajectory_conservation_score_batch,traj_scaled,traj_scaled_rank,batch_aggr_with_LISI,bio_aggr_with_LISI,integrated_score_aggr_with_LISI,integrated_score_aggr_rank_with_LISI,batch_aggr_no_LISI,bio_aggr_no_LISI,integrated_score_aggr_no_LISI,integrated_score_aggr_rank_no_LISI
scVI O2O,0.00194610309743282,0.10851197263204536,0.79546641815728,0.9417710614484144,0.2240124077343293,scVI,O2O,0.7988234154050166,0.8897098468477936,0.4654223835522981,1,1,0.7884889114512771,1,12,1,4,7,4,0.5188403408974409,0.9958885630460272,0.09860985823577184,0.29729875323633614,0.5134360992151947,scVI,O2O,0,0,0,0.48507061713578253,0.1325059255632133,0.12126765428394563,16,30,30,30,22,30,0.38815615715087826,29,Heart_mm_dr,NA,NA,NA,0.41434159261390036,0.48481472292615424,0.4566254708012527,29,0.49079899760936413,0.3570462628961859,0.4105473567814572,29
LIGER HE,0.02087694988620626,0.03269975257419944,0.6068873601519824,0.7956010155155497,0.20825023387081765,LIGER,HE,0.19854680429389568,0.2717494782071164,0.3903248550416676,0.8557863106722997,0.3013469553731315,0.4291018620537448,11,27,7,27,12,22,0.5366442935563663,0.998828769019699,0.5689036217798409,0.6234396091793651,0.3667710345831002,LIGER,HE,0.14496291183138493,0.5799620190194055,0.5283691512173162,0.16489775774304655,0.7528757107107851,0.35454795995278826,8,22,25,22,27,27,0.3843695207931709,30,Heart_mm_dr,NA,NA,NA,0.3328630623997511,0.6189174656236743,0.504495704334105,30,0.407903889856139,0.5239396397746682,0.47752533980725653,30
scANVI HE,0.02641071807518998,0.03181871668885727,0.8606569991792444,0.9260479965372224,0.2806029730022972,scANVI,HE,0.900923463761172,0.897465553193594,0.7396545752138839,0.8648023600256243,0.17629274653690338,0.8507114880485684,9,11,13,3,8,3,0.6334174126386642,0.9994824056653866,0.897316179605988,0.8775600573639829,0.5225915723349811,scANVI,HE,1,0.9791984470547648,0.9784974089476708,0.7055965233334892,0.9802770249849936,0.9158230948339812,9,2,2,1,7,1,0.889778452119816,1,Heart_mm_xl,NA,NA,NA,0.42510748069656223,0.7860735255218005,0.6416871075917052,1,0.5234296716984885,0.732721305485904,0.6490046519709378,1
scANVI SH,0.03126297773296583,0.04384714988847249,0.8906667874317172,0.923596138740706,0.30864580563644284,scANVI,SH,1,0.8896134952756644,0.8537765254187317,0.8383037011916525,0.24293671417493312,0.8954234304715122,8,13,15,1,4,2,0.6177687868475914,0.9995203723428312,0.8647813612635651,0.861638995802618,0.4409123766021621,scANVI,SH,0.898112843966937,0.9329022665722057,0.9431710506031892,0.543948634896922,0.9847056105619908,0.8295336990098134,6,3,3,2,13,2,0.855889591594493,2,Heart_mm_xl,NA,NA,NA,0.4396037718860609,0.7569243785717534,0.6299961358974764,2,0.538542927385458,0.696275380128984,0.6331823990315736,2
scANVI O2O,0.03229999706638935,0.06845199716024997,0.8878605267688128,0.8944946944580262,0.3445768462250882,scANVI,O2O,0.9907352033301688,0.7964163178832102,1,0.8326404384112723,0.37926075722415226,0.9049479899061628,6,18,16,2,1,1,0.5776471123099327,0.9991918583171407,0.9119345506953368,0.887250953678136,0.4778686508368067,scANVI,O2O,0.636883304165542,1,1,0.6170872553365044,0.9463864166283928,0.8134926398755116,17,1,1,5,9,3,0.8500747798877721,3,Heart_mm_xl,NA,NA,NA,0.44553681233571324,0.7707786251674705,0.6406819000347677,3,0.5398080161295791,0.713675316880053,0.6441283965798634,3
SeuratV4 CCA SH,0.0253988084550143,0.00337836611123298,0.7736559765212271,0.9325427577300384,0.2324132443935234,SeuratV4 CCA,SH,0.6136918478072708,0.9182649817418448,0.5435436515984399,0.870328496235767,0.01871795919302518,0.7364572443458306,17,7,12,10,14,6,0.5783741697669029,0.9994489617449156,0.7859000253127949,0.7865097139213524,0.461603755653351,SeuratV4 CCA,SH,0.6416171266463367,0.8206562251944227,0.7764708639559842,0.5848980798866379,0.9763759919264062,0.7059105739208453,11,4,4,4,12,4,0.7181292420908394,4,Heart_mm_xl,NA,NA,NA,0.3934778306422072,0.7223673252798634,0.5908115274248009,4,0.4910026967749508,0.6530969161636002,0.5882592284081405,4
SeuratV4 CCA HE,0.02106763199438266,0.01019839454326998,0.7625603016287366,0.9007728905390388,0.24686700170956555,SeuratV4 CCA,HE,0.5770597654236336,0.8165221981337989,0.6023640637234924,0.8939814693811933,0.05650457250935103,0.7224818741655296,13,17,11,11,12,8,0.5736693292856216,0.9993548040225464,0.6807277800501014,0.7646520516706838,0.4665613684173318,SeuratV4 CCA,HE,0.6109842249061442,0.670998919682784,0.727972112395754,0.5947094844651685,0.9653930574345586,0.6511661853624626,16,6,7,7,11,7,0.6796924608836894,5,Heart_mm_xl,NA,NA,NA,0.3882932440829987,0.696993066689257,0.5735131376467537,5,0.4828169564679309,0.6214026323559346,0.5659683620007332,5
scVI SH,0.00176376571566328,0.02886917772365183,0.8186670954627883,0.937368322949288,0.16854813966187066,scVI,SH,0.7622948875703495,0.933718821537175,0.2836408665588672,0.9994017483385788,0.15995071960104718,0.7447640810012426,11,3,2,7,23,5,0.5399755537509918,0.9958941216266202,0.5659486025931629,0.7067079715340594,0.5730292432944153,scVI,SH,0.3916063056515188,0.5076712053780975,0.5994032144640337,0.8054156135571572,0.5617251787393563,0.5760240847627017,24,22,22,15,4,12,0.643520083258118,6,Heart_mm_xl,NA,NA,NA,0.3910433003026524,0.6763110985598499,0.5622039792569709,15,0.48158683094740257,0.5964153427931573,0.5504839380548554,15
SeuratV4 CCA O2O,0.02085897305024976,0.00844833764798536,0.7118082404498524,0.9272483441215882,0.22925252086391723,SeuratV4 CCA,O2O,0.4095031540179997,0.9013096581688006,0.5306809020337686,0.8951209760364841,0.04680831921031039,0.6841536725642633,14,10,10,20,15,9,0.5512248426675797,0.9987899166705052,0.6623621294653207,0.7600265158344242,0.47751721251844775,SeuratV4 CCA,O2O,0.4648496734978663,0.6448650877614311,0.717708768091912,0.616391738423431,0.8995023304008846,0.6109538169436601,19,8,11,11,10,10,0.6402337591919014,7,Heart_mm_xl,NA,NA,NA,0.3795232832267185,0.6899841234312556,0.5657997873494407,12,0.4722920196214019,0.6127826751214431,0.5565864129214266,12
SeuratV4 RPCA SH,0.03338702512591882,4.440892098500626e-16,0.7202810429551689,0.9360490243285572,0.19234606600378343,SeuratV4 RPCA,SH,0.4374758913595655,0.9294937766770116,0.3804879219331343,0.8267040731456037,2.460492271810805e-15,0.6435404157788288,20,4,18,18,18,14,0.5811417028307915,0.9996297406646828,0.5987308539892637,0.7338299603817017,0.4902372356577765,SeuratV4 RPCA,SH,0.6596363493481752,0.5543194765098148,0.6595826876325745,0.6415654055107354,0.9974627704014084,0.628775979750325,2,17,20,3,8,9,0.6346817541617265,8,Heart_mm_xl,NA,NA,NA,0.3764126316826858,0.6807138987048432,0.5589933918959803,9,0.4705157896033571,0.6009849382148833,0.5487972787702728,9
SeuratV4 RPCA HE,0.03117394722477652,4.440892098500626e-16,0.7268162594638614,0.9308391883497712,0.1946145210112772,SeuratV4 RPCA,HE,0.4590517388732082,0.9128093123877432,0.3897195324763546,0.8387899053993237,2.460492271810805e-15,0.6500926222841574,20,9,14,17,17,12,0.5752746686339378,0.9996189042092126,0.6051004154279449,0.737026972760913,0.4170597210737896,SeuratV4 RPCA,HE,0.6214364820469097,0.5633831928907181,0.6666763606583626,0.4967428395267189,0.9961987627602072,0.5870597187806773,3,14,18,6,14,11,0.6122728801820694,9,Heart_mm_xl,NA,NA,NA,0.3766887832099374,0.6668161364211597,0.5507651951366708,6,0.47086097901242163,0.5836154444741464,0.5385136582894565,6
Harmony O2O,0.08577258565790993,4.440892098500626e-16,0.7430766662198304,0.92307025393589,0.28042241545545565,Harmony,O2O,0.5127350493205285,0.8879293527648543,0.7389197856996224,0.5406214653982881,2.460492271810805e-15,0.6700514132958233,20,14,22,14,9,10,0.5580322258174419,0.9996514925708158,0.6779336467712447,0.7574861058637969,0.3298472412812718,Harmony,O2O,0.50917208994689,0.6670229424018043,0.7120719936457879,0.3241442594685565,1,0.5531028213657596,1,9,8,9,23,14,0.5998822581377852,10,Heart_mm_xl,NA,NA,NA,0.4064683842538173,0.6645901424609142,0.5613414391780754,7,0.5080854803172715,0.5808248049334388,0.5517290750869719,7
Harmony HE,0.10766135721461684,2.220446049250313e-16,0.762376800659557,0.9318044371963796,0.25403948614034033,Harmony,HE,0.5764539417413795,0.9159005152542196,0.6315529092917269,0.4210847689549264,1.2302461359054024e-15,0.6362480338105632,21,8,24,12,10,15,0.5663368105888367,0.999463761936219,0.6807567583282119,0.7655840051148785,0.30885456458851696,Harmony,HE,0.5632426860292368,0.6710401550011853,0.730039972079802,0.28259852888722725,0.9781023456174468,0.5617303354993628,10,5,6,8,25,13,0.5915374148238429,11,Heart_mm_xl,NA,NA,NA,0.4111764162421788,0.6641991801113326,0.5629900745636711,8,0.5139705203027234,0.580383034655111,0.5538180289141559,8
Harmony SH,0.10303603197488426,2.220446049250313e-16,0.7532398428003352,0.9212469232729308,0.2847162413294785,Harmony,SH,0.5462885127541475,0.8820901487174438,0.7563937616340956,0.4463441170047406,1.2302461359054024e-15,0.6577791350276068,21,15,23,13,7,11,0.5487231537699699,0.999390504349436,0.6688158268177956,0.76067824553413,0.33228232864672586,Harmony,SH,0.4485613443844978,0.6540485273081154,0.719154854888751,0.3289634392762496,0.969557286790368,0.5376820414644035,14,7,9,12,22,17,0.5857208788896848,12,Heart_mm_xl,NA,NA,NA,0.4124478078755258,0.6619780118236115,0.5621659302443772,13,0.5155597598444072,0.5776248886921553,0.5527988371530561,13
scVI HE,0.00165421781665072,0.01948488798910452,0.8294703638464869,0.9249113531548256,0.15191036630944865,scVI,HE,0.7979615974621497,0.8938254604919328,0.2159324732301312,1,0.10795672412414072,0.7269298827960534,12,12,1,5,26,7,0.54068373888731,0.9966853611301196,0.4978753750508736,0.6075371223685907,0.5496733737066187,scVI,HE,0.3962172517146237,0.41080481457305645,0.3793585307949911,0.7591929865149302,0.6540185288293431,0.48639339589940034,22,24,25,14,5,21,0.5826079906580616,13,Heart_mm_xl,NA,NA,NA,0.3854862378233033,0.6384909942287026,0.5372890916665429,23,0.47698657528185295,0.5489424025033482,0.5201600716147501,23
SeuratV4 RPCA O2O,0.03338180973622371,6.661338147750939e-16,0.671408368117329,0.9349718177551768,0.18435036265776503,SeuratV4 RPCA,O2O,0.27612402513102846,0.9260440299519874,0.34794893876365296,0.8267325548926584,3.6907384077162074e-15,0.5942123871848318,19,5,17,24,20,18,0.557473536580801,0.9995226485203714,0.5981959250876664,0.7231247077212397,0.40133800533035713,SeuratV4 RPCA,O2O,0.5055345016891338,0.553558286921693,0.6358293976780023,0.4656286478439444,0.9849711130421602,0.5401377085331933,5,20,21,10,16,15,0.5617675799938487,14,Heart_mm_xl,NA,NA,NA,0.364822471653299,0.6559309646480871,0.5394875674501719,11,0.4560280895666236,0.5700330436800161,0.5244310620346591,11
unintegrated O2O,0.16073881373768056,0,0.5877717792722378,0.9342039626919192,0.18117300974443828,unintegrated,O2O,0,0.9235849793341904,0.33501851494775126,0.13122365034687317,0,0.34745678615720366,22,6,26,30,21,25,0.5395870171487331,0.9994105943470568,0.6446037587848022,0.7393915331946771,0.6622878450311632,unintegrated,O2O,0.3890765698173684,0.619595398979138,0.6719229523437459,0.9820635881863736,0.971900664712634,0.6656646273316564,13,12,15,16,2,6,0.5383814908618754,15,Heart_mm_xl,NA,NA,NA,0.3727775130892551,0.7170561497012866,0.579344695056474,25,0.4659718913615689,0.646467538539844,0.5742692796685339,25
unintegrated SH,0.15921144431225387,0,0.6022872677225627,0.941233881915472,0.13289575289575295,unintegrated,SH,0.04792250799551723,0.946098247836194,0.1385513900324236,0.13956476235908014,0,0.31803422705580375,22,2,25,28,28,27,0.5436575636267662,0.9995145210343658,0.6455906128498399,0.7406700226420313,0.6713509494455742,unintegrated,SH,0.4155796257204489,0.6209996660453952,0.6747597214990434,1,0.9840230904675122,0.6778347533162219,7,11,14,13,1,5,0.5339145428120546,16,Heart_mm_xl,NA,NA,NA,0.3671256693692083,0.7201567339197155,0.5789443080995126,26,0.45890708671151037,0.6503172871410529,0.5737532069692359,26
fastMNN O2O,0.05128490022952913,0.00674943845910047,0.821652479489258,0.8691118190228333,0.18731768347165337,fastMNN,O2O,0.7721510553712329,0.7151278319343473,0.36002462464682733,0.7289620478474355,0.0373955070272622,0.6440663899499607,15,20,20,6,19,13,0.5198374647315808,0.997575422999663,0.636915810533886,0.7076726111635933,0.32575489344061265,fastMNN,O2O,0.26048855476894894,0.6086556532575245,0.601543599707496,0.3160452645989891,0.7578389161636386,0.4466832680832396,21,21,16,24,24,23,0.5256365168299281,17,Heart_mm_xl,NA,NA,NA,0.3872232641344749,0.6375512405738671,0.5374200499981102,14,0.4823417205533185,0.5475451949674182,0.5214638052017783,14
unintegrated HE,0.1638913012097485,0,0.5991114576172286,0.9580650658764234,0.13339768339768343,unintegrated,HE,0.03743765344267508,1,0.14059402561403234,0.11400761165718154,0,0.3230098226784722,22,1,27,29,27,26,0.5394496507942677,0.99957666821016,0.6001512803138898,0.7416818439761111,0.6553851448418109,unintegrated,HE,0.38818218666973753,0.5563407053605479,0.677004795603589,0.9684027422376766,0.991272186382608,0.6474826074678878,4,10,19,17,3,8,0.5176934935521216,18,Heart_mm_xl,NA,NA,NA,0.3708931016202167,0.7072489176272478,0.5727065912244353,10,0.4636163770252709,0.6341669799815198,0.5659467387990202,10
fastMNN SH,0.05170993781649739,0.00288145373332038,0.8116951434036588,0.8742375924919785,0.10131329004596146,fastMNN,SH,0.7392771689836548,0.7315430866082115,0.01002470730702242,0.7266408765163347,0.01596479825485718,0.5518714598538058,18,19,21,8,29,20,0.5264015375782517,0.9979464179470467,0.6682592336111431,0.7296395467838682,0.3446459448422238,fastMNN,SH,0.3032267941051266,0.6532565099905652,0.6502848118723378,0.35343175625111123,0.8011132552342638,0.4900499680547852,20,18,10,23,19,20,0.5147785647743934,19,Heart_mm_xl,NA,NA,NA,0.3683674834982833,0.6533785361525067,0.5393741150908173,19,0.45973899093952403,0.5672365657038717,0.5242375357981326,20
fastMNN HE,0.048455169673363,0.00458549437343824,0.8081609943073255,0.868396446890234,0.09884994983215932,fastMNN,HE,0.7276092675619433,0.7128368575450398,0,0.7444154798334481,0.02540609683375563,0.5462154012351078,16,21,19,9,30,22,0.5268873868220619,0.9988873889708504,0.6271822996870814,0.7237803590680025,0.33828013104773874,fastMNN,HE,0.30639012604069366,0.5948051264111817,0.6372841859994665,0.3408334397663982,0.910871890565723,0.469828219554435,18,19,17,22,21,22,0.5003830922267041,20,Heart_mm_xl,NA,NA,NA,0.36568961101530395,0.6430035131191469,0.5320779522776098,21,0.4559656401757704,0.554032544156221,0.5148057825640409,21
scVI O2O,0.00239181142631068,0.03168497210957244,0.8583246991071724,0.9014870047230006,0.17026562889420216,scVI,O2O,0.8932234356681236,0.8188091439511502,0.29063028960348647,0.9959719300286878,0.17555172987532314,0.749658699812862,10,16,3,4,22,4,0.5341105461120605,0.9961320628973676,0.29938384633161486,0.45891910198171904,0.5414442894720168,scVI,O2O,0.35341963313336094,0.1283566526952435,0.04959826798849347,0.7429071492419812,0.5894796031643496,0.3185704257647698,23,27,27,18,6,24,0.4910057353840067,21,Heart_mm_xl,NA,NA,NA,0.39283082325205165,0.5659979693589557,0.4967311109161941,18,0.48311728603767146,0.4584644459743528,0.4683255819996803,19
LIGER O2O,0.01861222411389291,0.13568013139443358,0.7178997570811243,0.6674076163920108,0.29178207906416787,LIGER,O2O,0.4296141379139926,0.06917149482648918,0.785148602225053,0.907390689066928,0.7517406577993472,0.5478312310081157,4,29,9,19,6,21,0.5113673552547412,0.9943315953598124,0.5043860084702909,0.6322649219083877,0.2489781206605449,LIGER,O2O,0.20534023839881785,0.4200692726274634,0.4342256704167092,0.1640995568881901,0.3794658462243872,0.30593368458279513,26,23,24,26,29,25,0.4026927031529234,22,Heart_mm_xl,NA,NA,NA,0.3662763616091259,0.5782656003307554,0.49346990484210357,16,0.42392541916279897,0.4742491015734911,0.4541196286092143,16
Scanorama O2O,0.17452356434360175,6.661338147750939e-16,0.610989218244154,0.7717492481544012,0.2072834587382193,Scanorama,O2O,0.07665177155937747,0.40332486090410385,0.4412765167255834,0.05594379535553383,3.6907384077162074e-15,0.24429923613614965,19,23,28,27,16,28,0.530021658167243,0.9993707988427124,0.6525456324211064,0.735745338325383,0.3672153681402381,Scanorama,O2O,0.32679715716662155,0.6308964737651186,0.6638326132636518,0.3980979602535238,0.967258757428908,0.504906051112229,15,15,12,21,18,19,0.40066332512179725,23,Heart_mm_xl,NA,NA,NA,0.35290909789607533,0.6569797591793366,0.535351494666032,17,0.44113637237009407,0.5713819992634926,0.5192837485061332,17
Scanorama SH,0.1825453878237965,4.440892098500626e-16,0.614121262166884,0.836506064166755,0.15431041543897062,Scanorama,SH,0.08699213319743047,0.610708123763871,0.22569961376196848,0.01213584223262516,2.460492271810805e-15,0.23388392823897375,20,22,29,26,25,29,0.5328201986849308,0.999489073915755,0.6501211285552926,0.734549799083052,0.373234958743554,Scanorama,SH,0.34501826732654167,0.6274464693000247,0.6611798977065457,0.41001108086579785,0.981054836460558,0.5109139287997275,8,16,13,19,17,18,0.400101928575426,24,Heart_mm_xl,NA,NA,NA,0.3574966259192813,0.6580430317965169,0.5378244694456227,22,0.4468707823991015,0.5726815212667073,0.522357225719665,22
Scanorama HE,0.1847676232224804,4.440892098500626e-16,0.614974825219705,0.7689913024597553,0.16609048358825973,Scanorama,HE,0.08981014944011352,0.3944925585741594,0.27363929119334024,0,2.460492271810805e-15,0.18948549980190327,20,24,30,25,24,30,0.5306269861757755,0.9994222976272066,0.6961227548414187,0.7373072972635731,0.4018161638724592,Scanorama,HE,0.3307384073492236,0.6929055590241181,0.6672983571122763,0.4665749514647776,0.9732657822621074,0.5393793187375989,12,13,5,20,15,16,0.39942179116332066,25,Heart_mm_xl,NA,NA,NA,0.3469648468980402,0.6730590999560866,0.5426213987328681,20,0.43370605862255013,0.5914683005383067,0.5283634037720041,18
LIGER SH,0.01290060771645547,0.15058910879794496,0.6860884417401084,0.6798992196533489,0.3042726118211089,LIGER,SH,0.32458990679735866,0.10917576931385406,0.8359795569975743,0.9385823780903444,0.8343443844116805,0.5520819027997829,2,28,5,22,5,19,0.4934504934641388,0.9934939748873158,0.5145015192974922,0.572501078100795,0.2729954937481466,LIGER,SH,0.08868474945976129,0.434463375277754,0.30161900004782344,0.2116313379074797,0.28176243383312327,0.2590996156732046,27,25,23,28,28,26,0.37629253052383593,26,Heart_mm_xl,NA,NA,NA,0.36674999794579327,0.5693885118995776,0.4883331063180638,24,0.4207902202327555,0.46336214615264315,0.4463333757846881,24
LIGER UINMF SH,0.01215111324211288,0.06763437142145312,0.7113969883582124,0.689900027326102,0.3259794393259615,LIGER UINMF,SH,0.40814541592208686,0.14120328786901087,0.9243167631540482,0.942675439833593,0.3747306723517401,0.6040852266946848,7,27,4,21,2,17,0.502925751816814,0.9947204539260436,0.3029847207789149,0.4908528860976422,0.33860779423188014,LIGER UINMF,SH,0.15037752294172055,0.13348060118491023,0.12045436615923058,0.34148190430329345,0.4248238694650551,0.1864485986472887,25,26,26,27,20,27,0.35350324986624715,27,Heart_mm_xl,NA,NA,NA,0.3614123879347684,0.526018321370259,0.46017594799606276,27,0.4348568920630972,0.4088427882313128,0.41924842976402654,27
LIGER UINMF O2O,0.01544687604662881,0.1804879515119282,0.7281563262449458,0.7283303205053056,0.3135334696181451,LIGER UINMF,O2O,0.4634759345350224,0.2642760404058289,0.8736671603205239,0.9246769607096228,1,0.6315240239927495,1,25,8,16,3,16,0.4907189001826562,0.9932098952084316,0.2958566802876322,0.45469422058798253,0.2878536927582129,LIGER UINMF,O2O,0.07089952827771637,0.12333758930151144,0.04022391355221342,0.2410365796510937,0.2486262403787351,0.11887440269563374,28,28,28,29,27,28,0.32393425121448005,28,Heart_mm_xl,NA,NA,NA,0.3931909887853907,0.504466677804983,0.45995640219714606,29,0.4463667481037563,0.38228087345412093,0.4079152233139751,29
LIGER UINMF HE,0.01479399349183983,0.1089120022118717,0.6852882427013103,0.727287143459519,0.24812463630724724,LIGER UINMF,HE,0.32194807046053525,0.26093527301148445,0.6074820813932824,0.9282424154251966,0.6034308733603962,0.5296519600726247,5,26,6,23,11,23,0.47982959646687146,0.9910783992468872,0.23870144470889265,0.4473966012888903,0.297510030619829,LIGER UINMF,HE,0,0.0420072104431716,0.02403163181096772,0.26014703502906134,0,0.08154646932080017,30,29,29,30,26,29,0.26078866562153,29,Heart_mm_xl,NA,NA,NA,0.35688120363435755,0.4909032144662742,0.43729441013350756,28,0.418873503989979,0.3658594182711209,0.3870650525586642,28
LIGER HE,0.01541895582114363,0.14830085349596622,0.7379702043248189,0.6458083527773412,0.24441540716048316,LIGER,HE,0.4958761980438417,0,0.5923871560871293,0.9248294357587504,0.8216662234440908,0.5032731974724304,3,30,7,15,13,24,0.5171549510413366,0.9927974987896356,0.20918071650637104,0.4365659041150833,0.16606011934066328,LIGER,HE,0.24302288752328857,0,0,0,0.20052266758256224,0.06075572188082214,29,30,30,25,30,30,0.23776271211746544,30,Heart_mm_xl,NA,NA,NA,0.3583827547159506,0.46435183795861795,0.42196420466155105,30,0.4109032300209467,0.3322404227508636,0.3637055456588968,30
scANVI SH,0.02944505093873996,0.02317450047964797,0.9106695418483968,0.9733932892498944,0.4300532936174435,scANVI,SH,1,0.980608554714866,0.7775460577715207,0.7486103206585637,0.2067978510249314,0.8766912332862375,12,5,17,1,5,1,0.6255472600460052,0.9989114215837364,0.9012860095277814,0.8639519742920087,0.7360047022911509,scANVI,SH,0.9491279917786504,1,1,0.8490182871934422,1,0.9495365697430233,1,1,1,2,2,1,0.9203984351603088,1,Heart_xl_dr,NA,NA,NA,0.4733471352268245,0.8251402735481366,0.6844230182196117,1,0.5858902939136186,0.7816974865392365,0.7033746094889893,1
scANVI HE,0.03444067195453424,0.02057877768714711,0.8949293567858874,0.9623624469680606,0.4118298378976081,scANVI,HE,0.944711715666818,0.933312448634064,0.7281846124863371,0.7029135503886822,0.1836348967331213,0.8272805817939753,13,9,21,4,7,2,0.6318845301866531,0.998792882658926,0.8650255293407177,0.8612025059447788,0.4769065729468324,scANVI,HE,1,0.9412441286772812,0.9946214092753786,0.36093169621418497,0.9969898312812232,0.8241993085417111,2,2,2,1,22,2,0.8254318178426168,2,Heart_xl_dr,NA,NA,NA,0.4648282182586475,0.7667624042155816,0.645988729832808,8,0.5758905784015226,0.7087547846047455,0.6556091021234564,9
scANVI O2O,0.04013745757603997,0.01715488038910484,0.9049834468958368,0.9506694216671506,0.4212679340529773,scANVI,O2O,0.9800272720279892,0.8831771506298395,0.7537493612437571,0.6508029713436219,0.15308172023695318,0.816939188811302,14,12,23,2,6,3,0.6178059428930283,0.9981311715418444,0.8389629188046959,0.8329320180752324,0.5621729056934162,scANVI,O2O,0.8869850909538389,0.8990127135639493,0.9393178506841852,0.5215556026117386,0.9801863879507574,0.8117178144534279,4,3,3,3,15,3,0.8138063641965776,3,Heart_xl_dr,NA,NA,NA,0.4668426281162219,0.7700009914016434,0.6487376460874748,11,0.5792645650480012,0.7129684463665932,0.6594868938391564,11
SeuratV4 CCA HE,0.02434548866079301,0.00330698256835759,0.851388866010003,0.9622264287699032,0.20257909865375845,SeuratV4 CCA,HE,0.7917732956632861,0.9327292537188788,0.1613920636490203,0.7952578796218102,0.02950988691703645,0.6702881231632489,21,10,14,14,20,13,0.5757776945829391,0.9974472291842762,0.6841720225390934,0.7278791062784515,0.653114421749076,SeuratV4 CCA,HE,0.5496061649954777,0.648192152556741,0.733810259533372,0.6928703653327984,0.9628184061381058,0.6561197356045972,6,4,6,7,4,4,0.6617870906280579,4,Heart_xl_dr,NA,NA,NA,0.4087693729325631,0.7276780948667673,0.6001146060930855,2,0.5101349705236145,0.6602358112873901,0.6001954749818799,2
Harmony HE,0.01838654778717734,0.00653210865482734,0.8630567886487671,0.9721569728567014,0.25747912305410126,Harmony,HE,0.832757529448827,0.9753076946546884,0.31009846666363133,0.8497664885199828,0.05828932682566006,0.7419825448217824,18,6,11,10,16,8,0.5375898107886314,0.9869455658314916,0.7291402144732525,0.6987514614300453,0.6500854583875186,Harmony,HE,0.2430555059223652,0.7210578533215476,0.6768299052879622,0.6871644329700876,0.6961399410664816,0.5820269243754906,19,8,4,17,5,8,0.6460091725540074,5,Heart_xl_dr,NA,NA,NA,0.4235223082003149,0.7205025021821878,0.6017104245894387,14,0.5277698580866867,0.653891736269862,0.6034429849965919,15
LIGER UINMF HE,0.01546180769370163,0.08131951308606222,0.7993440219433132,0.8516256767796314,0.481855700997025,LIGER UINMF,HE,0.6089628569417661,0.45851479528509065,0.9178620185212032,0.8765201545262945,0.7256553627708234,0.7154649563185886,5,25,10,23,2,10,0.6036662076028614,0.990883506575006,0.5437576855628473,0.6090806009292757,0.6046435505750267,LIGER UINMF,HE,0.7734793204935729,0.420667126062896,0.501413134607852,0.6015613993707283,0.7961397180299062,0.5742802451337623,17,22,22,4,11,9,0.6307541296076928,6,Heart_xl_dr,NA,NA,NA,0.44592134409994666,0.6704063102490034,0.5806123237893808,4,0.5370718018534177,0.5902870111675027,0.5690009274418687,3
SeuratV4 CCA SH,0.02342626630372759,0.00209882971522179,0.8332900567134949,0.976058573850744,0.19252163614535445,SeuratV4 CCA,SH,0.7282002111980489,0.9920362934130168,0.13414965183927752,0.8036663423024162,0.01872892471431109,0.6645131246881899,22,2,13,19,23,14,0.5686523616313934,0.9968339157320956,0.6330239401929997,0.7085438942456223,0.6314558202756227,SeuratV4 CCA,SH,0.49240803576221304,0.5653126614626581,0.6959861499366428,0.6520700979387108,0.9472439695425982,0.6014442362750563,7,6,12,11,9,6,0.6266717916403097,7,Heart_xl_dr,NA,NA,NA,0.40547907254570853,0.7077019864155467,0.5868128208676114,3,0.5063241332533303,0.6354190040864095,0.5837810557531777,4
SeuratV4 RPCA HE,0.02984225153066662,2.220446049250313e-16,0.835310792081868,0.9666373213280838,0.16302518726328297,SeuratV4 RPCA,HE,0.7352981577066218,0.9516415033016958,0.05425331549211543,0.7449769817517596,0,0.6215424895630481,25,8,18,17,26,20,0.5718910992145538,0.998184725793142,0.6102637398830427,0.7036479106015308,0.647844222973038,SeuratV4 RPCA,HE,0.5184067830620221,0.5284324162537645,0.686408482951482,0.6829424150195754,0.9815463406605648,0.604047524321711,3,7,16,10,7,5,0.6110455104182458,8,Heart_xl_dr,NA,NA,NA,0.39896311044078037,0.7063663396930615,0.5834050479921491,5,0.4987038880509753,0.6334117431680413,0.5795286011212148,5
